"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Lithuania","LTU","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.25454","97.60289","99.28087","","97.27268","97.72537","103.96878","105.29717","107.71453","101.67939","94.37787","97.02581","100.49508","97.09036","101.53837","105.33099","100.96972","98.18307","","",
"Luxembourg","LUX","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","82.99065","82.82128","85.74376","84.37618","84.22151","","","","82.84049","","","","","","","","","","","","","","","","","","","","","","","","","","","83.99609","84.36893","","","",
"Latvia","LVA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.84044","73.73409","88.21381","","94.87873","96.24354","100.00291","98.3799","101.38529","95.44495","91.53764","91.03118","92.31948","91.97251","91.30624","96.32557","98.65795","103.32355","","",
"Macao SAR, China","MAC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.70604","","92.54084","95.3411","","","","","","99.97458","99.16277","100.20988","102.85196","101.50366","105.89971","97.33741","102.24685","99.72804","98.3822","","","","","","",
"St. Martin (French part)","MAF","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","26.40127","26.07929","26.94353","27.62994","29.11087","31.64855","34.10871","37.46319","40.38724","42.67481","44.03488","46.59884","47.82375","49.0652","57.25789","55.49945","55.10493","51.29188","43.98858","50.24641","46.68898","45.28181","45.64591","45.7693","47.36267","48.09568","49.82177","52.96261","54.85254","57.70874","59.23521","61.56036","65.88237","73.37798","77.98609","81.58334","81.80401","80.35329","79.84872","83.89965","88.85846","99.30597","98.90911","",
"Monaco","MCO","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.89371","","","","94.35631","97.78653","97.26115","97.1417","95.3809","96.22394","99.48995","98.03026","92.91347","91.37655","92.81584","91.9797","91.09963","89.63885","","",
"Madagascar","MDG","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","27.01225","29.63433","29.21037","","31.72836","","","","","","","","","","","","","36.75406","34.83534","35.04671","34.67556","32.56578","34.1592","31.53402","30.98986","30.73657","","30.17761","32.95145","35.88833","35.55109","35.69676","39.55012","45.4691","57.77284","56.67671","60.93577","67.28543","73.96302","70.54542","71.00579","69.53569","","",
"Maldives","MDV","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121.72019","","","","183.57405","193.26334","189.11826","187.26871","143.88748","132.33978","","108.44401","109.86515","","","","","",
"Middle East & North Africa (all income levels)","MEA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","48.7203254699707","48.692813873291","48.7320213317871","50.6172714233398","52.4701766967773","55.6860885620117","57.6284942626953","60.1204376220703","59.9585418701172","56.4224052429199","59.82421875","63.5075988769531","64.6827774047852","66.2827224731445","68.9390182495117","73.3332214355469","72.5236129760742","72.4930191040039","73.0972061157227","73.6619567871094","75.6174621582031","76.5016174316406","77.9767379760742","79.4586944580078","79.6735076904297","81.4632720947266","82.1948776245117","82.8493423461914","83.4933547973633","84.0848770141602","83.4401473999023","85.3103561401367","86.1237106323242","87.6557235717773","91.5309677124023","92.7978439331055","89.4207916259766","90.2047958374023","92.4342498779297","91.4161911010742","93.4049835205078","93.8854827880859","96.0626449584961","","",
"Mexico","MEX","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","67.13663","68.83675","74.0312","74.08012","77.85125","80.58245","82.4824","83.54919","85.20997","88.98087","87.78896","89.46549","89.89089","89.3742","88.73353","86.60258","86.15552","87.85118","88.95181","90.5327","93.31485","94.89341","94.90376","","94.62763","94.95299","95.13259","95.98398","95.37284","96.51465","96.6396","96.34645","96.51708","95.16184","92.94402","92.65685","92.7221","99.12121","","",
"Marshall Islands","MHL","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.52982","","","114.29641","103.66667","","110.17613","114.69428","116.97561","114.32638","109.12376","","99.7541","","","",
"Middle income","MIC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","81.15234375","82.216667175293","83.0131072998047","83.2320251464844","83.1243896484375","83.2026596069336","82.9676513671875","83.4109954833984","83.7221984863281","82.9604339599609","83.6362762451172","84.2434005737305","83.546142578125","82.2895202636719","82.0586318969727","82.4119110107422","82.6652603149414","83.8684921264648","84.8140411376953","86.0388412475586","87.4651260375977","88.8983459472656","90.1079177856445","91.4313583374023","92.8395080566406","94.3416900634766","95.5273056030273","95.5927734375","94.987548828125","95.6462326049805","","",
"Macedonia, FYR","MKD","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.56862","96.95036","96.18821","98.81456","99.17183","101.9893","100.11435","95.3923","92.95762","93.80155","90.24552","89.62366","91.6847","91.30943","92.09376","93.17915","93.94717","","","74.4617","","",
"Mali","MLI","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","10.64374","9.75093","10.14706","10.9318","","12.11576","14.54519","13.61851","14.36935","12.72297","12.27304","","12.58592","12.06452","11.42468","10.51678","10.4467","10.08605","","","","","","","","","","","","33.05056","37.41491","38.55031","42.0013","44.1007","45.79326","51.39038","54.55137","57.19278","58.66033","61.71546","62.35616","58.69324","","",
"Malta","MLT","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","102.19286","107.89038","106.42946","111.34037","100.25755","78.02806","102.48149","98.44055","109.58333","115.18448","130.75333","113.9714","109.2925","104.09935","108.8632","106.57605","108.27332","96.92023","96.34503","94.13172","91.98917","93.93315","96.02837","94.8219","90.08728","89.67114","87.80413","88.88375","90.94152","94.23531","93.97902","96.23396","96.27907","95.47398","93.34926","97.56558","94.18336","95.42254","87.64157","90.75133","92.01958","87.53351","","",
"Myanmar","MMR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","35.69507","33.88248","41.69223","39.30427","","","","","","","","","","","","","","","","","","","","","","","","","69.81549","75.89869","75.281","76.41648","78.98999","81.57306","","88.08255","89.21491","91.33399","92.02591","94.9661","","","","",
"Middle East & North Africa (developing only)","MNA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","48.0993766784668","48.1065406799316","48.1852416992188","50.259952545166","52.2995491027832","55.7370643615723","57.7015380859375","60.4112968444824","60.1978721618652","56.3305740356445","59.8753852844238","63.6761894226074","64.8633270263672","66.5213775634766","69.3443450927734","74.1187286376953","73.1164093017578","72.9429702758789","73.5190124511719","74.0060272216797","76.0662612915039","76.9633407592773","78.5556030273438","80.0246047973633","80.1160354614258","82.0290222167969","82.5633926391602","83.0590286254883","83.5817794799805","84.0718765258789","83.2339324951172","85.2211608886719","85.9420700073242","87.4904479980469","91.6035385131836","92.8964614868164","88.9925231933594","89.7257232666016","91.9678039550781","90.5139312744141","92.483512878418","92.7456359863281","94.8779754638672","","",
"Montenegro","MNE","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.13915","100.96815","","",
"Mongolia","MNG","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","95.69946","99.9234","99.36173","","","98.03515","","","","","","","","","","","","74.71464","79.63749","77.09294","88.63666","86.76152","86.94705","91.96128","99.35027","100.96333","97.78605","96.15239","110.62416","110.50221","","","114.04833","119.32435","130.21947","","",
"Northern Mariana Islands","MNP","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","8.18193","","","","","","","","","34.87506","27.23452","32.22017","32.48469","43.44102","32.61463","25.69575","25.33448","26.49713","26.70907","24.94609","24.87327","25.36088","25.85308","","","","13.973","16.09776","18.81952","22.2042","","29.27955","41.1684","40.98744","45.55932","58.69615","56.26371","60.30001","55.67927","52.18582","","",
"Mauritania","MRT","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","10.13208","10.31424","11.91304","15.81802","18.98656","25.36666","","29.05783","","29.92908","32.23468","32.97552","38.41023","34.18838","28.77701","32.40076","31.30465","32.79165","32.39159","33.33333","34.11784","38.36712","43.74566","44.94491","","45.10375","42.69174","","","42.54296","43.60571","54.96083","","67.42392","","","68.68995","","",
"Mauritius","MUS","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","86.3255","80.83859","93.42858","125.32911","100.04666","102.69937","67.97723","113.64991","114.14342","109.70171","101.99873","97.51052","95.85479","93.83273","93.79056","97.38307","102.64701","102.78894","102.389","99.76711","101.6971","99.17769","100.83378","98.07047","100.65184","100.54258","98.54463","103.55147","102.26113","99.34342","","",
"Malawi","MWI","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","19.84162","21.03642","23.08354","27.38179","28.51166","30.63208","31.37399","33.9238","33.60989","33.52021","31.99923","32.88383","31.70169","31.26115","25.05692","25.83307","28.21182","31.6182","35.62464","38.60251","42.02664","55.76222","65.21412","","","67.10266","65.24242","65.3276","67.62254","","57.97795","57.73713","57.60343","58.664","63.50028","65.30906","67.69316","70.5508","74.23594","","",
"Malaysia","MYS","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","80.5518","","","","","","92.2238","89.7614","90.48208","94.99209","95.01637","93.88805","","92.48955","92.5444","89.94465","87.8634","89.1626","","92.13986","","","","","97.10371","94.98132","","","92.17911","92.50679","96.87075","100.50259","","","","","","","","","",
"North America","NAC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.517433166504","100.505844116211","99.9937286376953","99.9218215942383","98.5977935791016","97.3829193115234","96.3251037597656","98.1246185302734","97.7798614501953","98.0855255126953","97.7144241333008","97.4512023925781","97.7529067993164","","",
"Namibia","NAM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.06892","","72.00114","69.37841","77.55174","","95.91218","94.5445","91.17739","93.76371","92.41425","92.82562","85.31412","85.29781","82.36543","","78.73336","84.25119","81.23382","","85.37145","","",
"New Caledonia","NCL","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","5.56141","6.7664","6.86323","6.7819","7.17172","7.83753","8.75847","10.65608","11.07052","14.19901","15.10605","17.42456","18.82804","20.47363","20.08047","22.17197","23.43003","","15.48125","16.99647","18.07165","18.98373","16.88728","","14.18736","14.62622","18.84345","19.82232","20.37449","19.20391","20.15854","21.92222","21.26689","27.64046","30.48493","33.33598","40.39576","38.87526","41.09882","40.88278","45.4846","49.31236","","",
"Nigeria","NGA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.53275","82.63112","90.56746","80.47472","69.3543","73.28178","76.00015","","","","",
"Nicaragua","NIC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","25.25032","28.83807","29.34153","31.95736","30.16567","","","34.99677","34.58405","30.57406","34.26957","","31.0875","30.65953","29.10247","31.22901","38.27337","47.32121","47.96985","41.67026","39.15917","42.18417","44.40644","48.65007","53.73069","49.2275","","","","66.93867","65.79022","66.22713","72.82651","71.59154","71.44182","74.02784","74.69817","75.71644","75.36055","","80.36277","","","","",
"Netherlands","NLD","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","97.98509","96.32249","96.44145","95.56207","95.47826","95.69208","94.54362","93.14907","92.44765","92.94825","97.21429","98.37163","97.05156","94.56465","89.77858","","","","","","","","","","","","","","99.63844","98.46339","98.88511","101.22349","","","","","","","","","","","","",
"High income: nonOECD","NOC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.2933959960938","89.4189071655273","88.0939407348633","88.3372802734375","88.8078842163086","89.1285247802734","89.2403869628906","89.5016326904297","90.8530502319336","90.9649810791016","91.0088043212891","91.1027450561523","91.3454818725586","91.6631240844727","92.1364135742188","94.1337661743164","97.3228454589844","97.7000885009766","98.0516738891602","99.4733657836914","","",
"Norway","NOR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","99.04367","99.3879","97.62186","97.98664","99.50769","99.92412","101.58425","101.77809","100.92612","98.86683","99.73694","100.6659","","100.36394","99.87294","97.41746","98.1852","96.36911","95.10848","95.22385","100.00191","101.27745","100.04082","","","","","97.71213","97.67383","97.98867","101.63537","102.80984","103.6156","102.73083","100.17035","97.6427","98.02169","99.36139","101.38436","99.37431","97.65667","99.34172","","",
"Nepal","NPL","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.96038","","","54.80403","60.10849","","","","","","","66.42804","69.50533","69.93098","75.70907","77.4252","77.507","80.67656","81.09518","","81.93233","","","","101.02664","99.81462","",
"New Zealand","NZL","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","101.95202","103.80546","105.5594","104.49091","101.55537","99.55754","99.02057","100.57401","101.73693","103.63025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income: OECD","OEC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.125358581543","98.7564010620117","98.7167510986328","98.8709869384766","98.7866287231445","98.9545364379883","99.3987503051758","99.6154403686523","100.106330871582","99.1216735839844","99.3061676025391","98.7554626464844","97.6107406616211","97.1699676513672","98.8280181884766","98.5547637939453","98.6325454711914","98.5414810180664","98.5245513916016","98.8422164916992","","",
"OECD members","OED","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","96.2259521484375","96.2902297973633","97.0069274902344","96.9365692138672","97.747428894043","96.3845748901367","96.528434753418","96.3589553833008","97.5578155517578","97.323860168457","97.273063659668","97.476188659668","97.8633117675781","97.8545532226563","98.0102233886719","98.3553619384766","98.6110610961914","99.0698623657227","98.4826889038086","98.5564804077148","98.3237152099609","97.8198089599609","97.2167587280273","98.3925018310547","98.1233673095703","97.8684158325195","97.7796173095703","97.9610824584961","99.0945129394531","","",
"Oman","OMN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","1.52203","4.23546","7.62115","16.82308","18.2894","23.83977","","","","36.40987","42.66729","41.84211","45.46317","47.98902","54.67495","61.79494","64.96362","","73.80967","","71.73913","74.30909","76.89509","79.57531","82.09431","84.49891","83.48647","85.07438","87.93429","88.40966","","","","","","93.29454","","100.82259","103.72982","","",
"Other small states","OSS","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","56.445442199707","55.5911979675293","54.2132186889648","55.8194808959961","57.478515625","58.0860748291016","60.6563186645508","61.1565780639648","59.7965393066406","58.8686408996582","61.0754699707031","63.557544708252","61.1068916320801","61.4261627197266","58.9031219482422","62.9043655395508","62.9014625549316","63.1932144165039","62.3478126525879","63.6582298278809","64.3350143432617","65.5590438842773","66.8089065551758","69.8210067749023","70.7983169555664","71.2657165527344","72.6016616821289","73.5293121337891","74.0914459228516","74.1332473754883","73.0443115234375","75.4552459716797","75.5668716430664","76.4708633422852","76.6005859375","76.9662246704102","77.4735794067383","78.461311340332","","",
"Pakistan","PAK","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.24003","60.37802","60.55493","60.71957","62.15086","66.92795","66.64264","71.86478","","",
"Panama","PAN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","64.09564","68.27419","72.29473","78.09296","80.78225","84.37268","97.4393","93.88776","91.19685","89.98895","85.47702","83.38278","81.57303","82.68517","78.78235","80.24705","80.37388","80.73646","79.10279","80.41297","","","","","","","","","","89.31848","91.47725","91.63104","91.94657","","92.3511","91.77014","89.16978","93.18417","96.17483","96.04029","92.01397","95.99904","97.65758","","",
"Peru","PER","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","64.53555","","","65.42255","68.58172","70.00936","76.33326","83.07161","82.11666","82.25282","80.74907","79.18748","","","","83.07816","","","","","","","","87.83722","","89.42352","","","98.29227","103.2314","101.85635","97.26111","96.80773","","","","101.23879","102.99374","101.3828","97.93187","99.04503","96.12656","90.98011","","",
"Philippines","PHL","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","85.75226","","90.04389","90.78545","89.16429","86.93225","86.2355","85.61376","87.10939","89.21135","","","","","","","","84.66283","86.41839","","100.40864","94.5498","95.20128","93.98146","93.85845","91.49315","91.34198","91.98117","91.27961","","","","","",
"Palau","PLW","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.83721","","","","104.45026","","","","","","","","","","",
"Papua New Guinea","PNG","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.44318","45.4786","45.89885","45.13269","43.3377","44.06076","","50.06544","50.02446","51.47204","49.92562","51.26057","","55.10813","55.67751","56.65776","58.14387","","","","","","","","","78.12591","","",
"Poland","POL","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","96.39572","95.1795","93.87159","96.63512","97.57686","100.27298","100.227","99.02903","98.0164","97.98901","96.74579","95.99657","96.12697","94.62595","96.35599","97.56432","98.67437","99.67445","100.18259","96.93857","95.16929","96.29018","98.38311","94.95815","94.59204","97.51002","98.83946","97.2778","96.50012","95.45126","97.11263","96.95677","98.28441","98.91767","96.17499","95.50779","95.32238","","94.79103","95.36474","95.45119","","","",
"Puerto Rico","PRI","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. Rep.","PRK","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","56.09271","59.73961","65.82775","72.2121","66.4479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Paraguay","PRY","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","43.59906","45.4812","45.55736","47.32294","48.40896","48.63237","49.75007","51.24254","51.9131","","54.13803","57.12257","59.59351","62.21326","63.94441","65.78342","64.36415","64.64238","64.10845","63.98849","65.15605","68.41349","71.81854","75.00891","74.6248","76.61205","81.09855","","91.74358","88.91943","91.87028","91.79151","93.43425","95.78078","94.39682","94.771","93.95069","94.5425","94.18062","93.39819","90.75801","85.98064","","","",
"Pacific island small states","PSS","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","84.2543258666992","86.8814086914063","86.2909164428711","88.2361145019531","90.737907409668","91.3063812255859","94.693473815918","92.5654525756836","92.0401611328125","93.7874145507813","90.6233139038086","89.6121368408203","86.8376312255859","85.8746719360352","87.1886978149414","87.8782272338867","89.1474914550781","90.6585540771484","91.6303253173828","93.3839950561523","93.9183578491211","93.5963745117188","93.2209243774414","93.5743713378906","94.1531295776367","95.9120254516602","96.0657577514648","93.8962631225586","91.871940612793","95.2900238037109","96.946174621582","97.8225326538086","98.5307769775391","99.6319580078125","99.5520172119141","99.4788208007813","97.4176254272461","97.1408309936523","96.8665924072266","96.3476638793945","96.0643157958984","","",
"French Polynesia","PYF","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","77.51102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","61.48074","64.46499","65.08638","62.80742","67.94032","75.04388","74.21671","89.8125","88.36364","86.60273","81.73417","89.64894","","86.06006","84.72251","80.7318","69.322","74.3506","73.90233","73.04094","73.60044","67.40954","67.43119","68.50863","64.32656","55.62995","","90.81839","91.98408","","","","105.06059","","99.32193","","","","","","","","","",
"Romania","ROU","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.37099","","","83.53496","","92.45083","90.6546","92.96937","","88.98753","89.57967","90.44055","89.22623","95.65333","101.99741","105.72434","99.603","","91.49501","92.8214","94.37272","97.29606","93.66899","","",
"Russian Federation","RUS","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.77388","91.98341","","","","90.44634","90.63014","92.4557","","","","","","90.62301","93.06113","97.9149","","96.44675","97.11807","","",
"Rwanda","RWA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","21.14265","22.9691","25.4995","26.71188","28.45463","","30.42434","27.95201","","37.67581","48.67354","47.81986","46.0692","47.02763","48.02344","44.31122","43.45715","43.83755","43.96944","43.05823","43.51861","46.61563","","","","","","","29.42605","23.05985","24.46633","31.08246","42.59653","43.30826","","","","43.2292","53.63894","52.80713","","57.73976","","",
"South Asia","SAS","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","41.8473320007324","42.0077362060547","42.7138137817383","43.2021865844727","43.6865615844727","44.894847869873","45.672420501709","46.0041160583496","47.2948150634766","","","","","54.0654792785645","55.5462989807129","57.0521850585938","58.5408935546875","60.0988883972168","61.2069778442383","62.5699615478516","63.8076171875","65.0287780761719","66.2565765380859","67.3964309692383","68.5667266845703","69.7454833984375","69.1797256469727","68.6249465942383","68.0826110839844","67.5872802734375","69.9150466918945","70.6843643188477","73.5657958984375","77.0610198974609","79.5981521606445","82.1816940307617","84.3023147583008","86.5326232910156","88.6794662475586","90.5699615478516","90.5085296630859","90.3213348388672","91.0732650756836","","",
"Saudi Arabia","SAU","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","39.9323","","","","","","","","","","","","","","","","","","","","","","","","","","87.7449","","90.83273","94.5339","","","102.71371","105.96292","107.77005","",
"Sudan","SDN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","26.70475","26.81276","26.97368","","","","","31.30971","32.87445","30.70023","32.21335","32.45367","33.60665","34.38487","34.40608","37.05675","","41.85709","42.58242","41.91234","","39.2174","","38.70689","","40.48319","40.6574","42.78641","42.20099","38.61562","42.88105","45.41612","45.55252","47.60532","52.45956","49.36605","50.83098","57.93335","58.48748","57.89255","61.37197","60.48372","","",
"Singapore","SGP","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","44.09752","","","","","67.39414","62.0021","55.35252","52.85326","48.84806","","52.65004","","","","60.08055","71.6406","68.84042","70.1197","72.47321","","","","","","","","","","","","","","","","85.14482","85.85548","85.41835","","",
"Sierra Leone","SLE","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","24.55881","","","","27.18398","26.92824","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.62189","72.35622","","",
"El Salvador","SLV","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","39.49703","42.86932","47.95985","49.03426","48.59699","47.85495","49.00742","","","","43.41953","46.21813","47.3564","45.50748","","","58.28325","61.99997","60.15668","","63.0185","63.966","66.09032","","66.99353","71.43889","","74.53499","83.15951","82.98993","82.23235","81.69621","81.741","","84.40489","84.27749","88.28966","89.8916","92.76274","95.40685","99.70932","100.9545","","",
"San Marino","SMR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.61677","101.23839","93.49845","95.3168","","",
"Somalia","SOM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.51979","104.3832","96.41524","96.44893","99.30804","93.22603","","",
